87979586,"Angel Trumpeter",Tuner Normal Monster,1
91706817,"Angel of Blue Tears",Normal Spell,1
40678060,"Angelica's Angelic Ring",Equip Spell,1
47484352,"Anotherverse Dragon",Normal Monster,1
34236961,"Ante",Normal Spell,1
97120394,"Anti-Magic Arrows",Quick-Play Spell,1
20138923,"Anti-Magic Prism",Normal Trap,1
58921041,"Anti-Spell Fragrance",Continuous Trap,1
25573115,"Apex Predation",Normal Trap,1
85888377,"Apophis the Swamp Deity",Continuous Trap,1
43262273,"Appointer of the Red Lotus",Normal Trap,1
64977888,"Apprentice Piper",Flip Effect Monster,1
48539234,"Appropriate",Continuous Trap,1
85639257,"Aqua Madoor",Normal Monster,1
62892347,"Arcana Force 0 - The Fool",Effect Monster,1
59712426,"Arcana Force XV - The Fiend",Effect Monster,1
31924889,"Arcanite Magician",Synchro Effect Monster,1
49881766,"Archfiend Soldier",Normal Monster,1
50287060,"Archfiend of Gilfer",Effect Monster,1
53008933,"Archfiend's Advent",Effect Monster,1
22796548,"Archfiend's Oath",Continuous Spell,1
21438286,"Archfiend's Staff of Despair",Equip Spell,1
33212663,"Archnemeses Eschatos",Effect Monster,1
73602965,"Arias the Labrynth Butler",Effect Monster,1
88033975,"Armades, Keeper of Boundaries",Synchro Effect Monster,1
28985331,"Armageddon Knight",Effect Monster,1
9076207,"Armed Ninja",Flip Effect Monster,1
79649195,"Armor Break",Counter Trap,1
86915847,"Armored Bee",Effect Monster,1
36868108,"Armored Glass",Normal Trap,1
29071332,"Armory Arm",Synchro Effect Monster,1
38960450,"Armory Call",Normal Trap,1
32549749,"Arms Regeneration",Quick-Play Spell,1
21452275,"Aroma Jar",Flip Effect Monster,1
85967160,"Aromage Bergamot",Effect Monster,1
22174866,"Aromage Cananga",Effect Monster,1
96789758,"Aromage Jasmine",Effect Monster,1
58569561,"Aromage Rosemary",Effect Monster,1
69296555,"Array of Revealing Light",Field Spell,1
29508346,"Arrivalrivals",Quick-Play Spell,1
55348096,"Arsenal Robber",Normal Trap,1
99657399,"Asleep at the Switch",Normal Trap,1
87043568,"Assault Spirits",Normal Trap,1
62633180,"Assault on GHQ",Normal Trap,1
98520301,"Asset Mountis",Effect Monster,1
37053871,"Astral Barrier",Continuous Trap,1
2134346,"Asura Priest",Spirit Effect Monster,1
87340664,"Atomic Firefly",Effect Monster,1
63689843,"Attack and Receive",Normal Trap,1
84389640,"Attack of the Cornered Rat",Continuous Trap,1
85352446,"Attention!",Normal Trap,1
46083380,"Attraffic Control",Continuous Spell,1
62803464,"Aussa the Earth Channeler",Effect Monster,1
37970940,"Aussa the Earth Charmer",Flip Effect Monster,1
97661969,"Aussa the Earth Charmer, Immovable",Link Effect Monster,1
71453557,"Autonomous Action Unit",Equip Spell,1
69514125,"Avenging Knight Parshath",Synchro Effect Monster,1
62256492,"Awakening of the Possessed",Continuous Spell,1
84914462,"Axe Dragonute",Effect Monster,1
48305365,"Axe Raider",Normal Monster,1
40619825,"Axe of Despair",Equip Spell,1
19578592,"Axe of Fools",Equip Spell,1
42969214,"Aye-Iron",Effect Monster,1
42502956,"Ayers Rock Sunrise",Normal Spell,1
14148099,"B.E.S. Big Core",Effect Monster,1
75937826,"B.E.S. Big Core MK-2",Effect Monster,1
82821760,"B.E.S. Big Core MK-3",Effect Monster,1
84257883,"B.E.S. Blaster Cannon Core",Effect Monster,1
22790789,"B.E.S. Crystal Core",Effect Monster,1
61156777,"BOXer",Effect Monster,1
67073561,"Baba Barber",Link Effect Monster,1
88819587,"Baby Dragon",Normal Monster,1
47453433,"Back to Square One",Normal Spell,1
59919307,"Back to the Front",Normal Trap,1
68833958,"Back-Up Rider",Normal Spell,1
82705573,"Backfire",Continuous Trap,1
28486799,"Backup Squad",Continuous Spell,1
89328238,"Backup Team",Normal Trap,1
82593786,"Bacon Saver",Effect Monster,1
46253216,"Bad Aim",Normal Trap,1
76004142,"Bad Luck Blast",Normal Trap,1
40633297,"Bad Reaction to Simochi",Continuous Trap,1
53318263,"Bahalutiya, the Grand Radiance",Effect Monster,1
7165085,"Bait Doll",Normal Spell,1
67443336,"Balance of Judgment",Normal Trap,1
80584548,"Ballista Squad",Normal Trap,1
242146,"Ballista of Rampart Smashing",Equip Spell,1
61528025,"Banisher of the Light",Effect Monster,1
94853057,"Banisher of the Radiance",Effect Monster,1
89569453,"Banishing Trap Hole",Normal Trap,1
10012614,"Banner of Courage",Continuous Spell,1
41925941,"Bark of Dark Ruler",Normal Trap,1
62967433,"Baromet the Sacred Sheep Shrub",Xyz Effect Monster,1
84815190,"Baronne de Fleur",Synchro Effect Monster,1
78783370,"Barrel Behind the Door",Counter Trap,1
13117073,"Barricadeborg Blocker",Link Effect Monster,1
88610708,"Bashing Shield",Equip Spell,1
22047978,"Battle Break",Normal Trap,1
19665973,"Battle Fader",Effect Monster,1
48094997,"Battle Footballer",Normal Monster,1
31245780,"Battle Mania",Normal Trap,1
65433790,"Battle Royal Mode - Joining",Continuous Spell,1
46570372,"Battle of Sleeping Spirits",Quick-Play Spell,1
60530944,"Battle of the Elements",Normal Trap,1
42228966,"Battlefield Tragedy",Continuous Spell,1
78621186,"Battleguard Howling",Normal Trap,1
42233477,"Battleguard Rage",Continuous Trap,1
54772065,"Battlewasp - Twinbow the Attacker",Effect Monster,1
5361647,"Battlin' Boxer Glassjaw",Effect Monster,1
13313278,"Battlin' Boxer Veil",Effect Monster,1
4472318,"Bayerock Dragon",Effect Monster,1
47474172,"Bayonater, the Baneful Barrel",Effect Monster,1
80141055,"Bearblocker",Effect Monster,1
78651105,"Beast King Barbaros",Effect Monster,1
50675040,"Beast King Unleashed",Continuous Trap,1
32452818,"Beaver Warrior",Normal Monster,1
16255442,"Beckoning Light",Normal Trap,1
87240371,"Beetrooper Descent",Normal Spell,1
20374520,"Begone, Knave!",Continuous Trap,1
13836592,"Behemoth the King of a Hundred Battles",Effect Monster,1
59808784,"Berlineth the Firestorm Vassal",Effect Monster,1
13744068,"Berserk Archfiend",Effect Monster,1
39168895,"Berserk Gorilla",Effect Monster,1
52497105,"Berserk Scales",Quick-Play Spell,1
15381252,"Berserker Soul",Quick-Play Spell,1
5402805,"Berserker of the Tenyi",Link Monster,1
39256679,"Beta The Magnet Warrior",Normal Monster,1
84079032,"Bettan Bat",Tuner Effect Monster,1
61127349,"Big Bang Shot",Equip Spell,1
95472621,"Big Burn",Normal Trap,1
16768387,"Big Eye",Flip Effect Monster,1
42129512,"Big Koala",Normal Monster,1
25247218,"Big Piece Golem",Effect Monster,1
65240384,"Big Shield Gardna",Effect Monster,1
59380081,"Big-Tusked Mammoth",Effect Monster,1
35539880,"Birthright",Continuous Trap,1
50122883,"Bite Shoes",Flip Effect Monster,1
36211150,"Bitron",Normal Monster,1
50896944,"Black Brachios",Effect Monster,1
61901281,"Black Dragon Collapserpent",Effect Monster,1
71645242,"Black Garden",Field Spell,1
50323155,"Black Horn of Heaven",Counter Trap,1
72989439,"Black Luster Soldier - Envoy of the Beginning",Effect Monster,1
49202162,"Black Luster Soldier - Soldier of Chaos",Link Effect Monster,1
65169794,"Black Pendant",Equip Spell,1
73580471,"Black Rose Dragon",Synchro Effect Monster,1
79409334,"Black Stego",Effect Monster,1
52319752,"Black Veloci",Effect Monster,1
9012916,"Black-Winged Dragon",Synchro Effect Monster,1
9109991,"Blackwing - Fane the Steel Chain",Effect Monster,1
2009101,"Blackwing - Gale the Whirlwind",Tuner Effect Monster,1
38562933,"Blackwing - Jin the Rain Shadow",Tuner Effect Monster,1
46710683,"Blackwing - Mistral the Silver Shield",Tuner Effect Monster,1
9047460,"Blackwing - Steam the Cloak",Tuner Effect Monster,1
39507162,"Blade Knight",Effect Monster,1
28470714,"Bladefly",Effect Monster,1
51208877,"Blast Held by Destiny",Normal Trap,1
89041555,"Blast Held by a Tribute",Normal Trap,1
21051146,"Blast Magician",Effect Monster,1
26302522,"Blast Sphere",Effect Monster,1
98239899,"Blast with Chain",Normal Trap,1
99788587,"Blasting Fuse",Normal Trap,1
21466326,"Blasting the Ruins",Normal Trap,1
5464695,"Blazing Inpachi",Normal Monster,1
75249652,"Blazing Mirror Force",Normal Trap,1
30653113,"Blessings of the Nile",Continuous Spell,1
32015116,"Blind Destruction",Continuous Trap,1
22802010,"Blind Obliteration",Normal Trap,1
49267971,"Blind Spot Strike",Quick-Play Spell,1
51706604,"Blizzard",Quick-Play Spell,1
61802346,"Blizzard Dragon",Effect Monster,1
43694481,"Blizzard Falcon",Effect Monster,1
60161788,"Blizzed, Defender of the Ice Barrier",Effect Monster,1
25880422,"Block Attack",Normal Spell,1
53167658,"Blockout Curtain",Continuous Spell,1
30757396,"Blood Mefist",Synchro Effect Monster,1
25551951,"Blowback Dragon",Effect Monster,1
20871001,"Blue Medicine",Normal Spell,1
30576089,"Blue-Eyes Jet Dragon",Effect Monster,1
89631139,"Blue-Eyes White Dragon",Normal Monster,1
22346472,"Blustering Winds",Normal Spell,1
57409948,"Bombardment Beetle",Flip Effect Monster,1
47778083,"Bone Temple Block",Normal Trap,1
263926,"Bonze Alone",Effect Monster,1
27923575,"Boo-Boo Game",Normal Trap,1
24425055,"Booby Trap E",Normal Trap,1
96704974,"Boogie Trap",Normal Spell,1
35480699,"Book of Eclipse",Quick-Play Spell,1
2204140,"Book of Life",Normal Spell,1
31834488,"Book of Lunar Eclipse",Quick-Play Spell,1
14087893,"Book of Moon",Quick-Play Spell,1
38699854,"Book of Taiyou",Normal Spell,1
14839621,"Boompoline!!",Continuous Trap,1
9715126,"Boot-Up Order - Gear Force",Normal Trap,1
67288539,"Borrelcode Dragon",Link Effect Monster,1
98630720,"Borrelend Dragon",Link Effect Monster,1
68987122,"Borrelguard Dragon",Link Effect Monster,1
31833038,"Borreload Dragon",Link Effect Monster,1
85289965,"Borrelsword Dragon",Link Effect Monster,1
76532077,"Bottomless Shifting Sand",Continuous Trap,1
29401950,"Bottomless Trap Hole",Normal Trap,1
52090844,"Bowganian",Effect Monster,1
55351724,"Bownty",Quick-Play Spell,1
87910978,"Brain Control",Normal Spell,1
40267580,"Brain Jacker",Flip Effect Monster,1
9852718,"Break Away",Normal Trap,1
63851864,"Break! Draw!",Equip Spell,1
71413901,"Breaker the Magical Warrior",Effect Monster,1
78474168,"Breakthrough Skill",Normal Trap,1
16719802,"Bright Star Dragon",Effect Monster,1
50321796,"Brionac, Dragon of the Ice Barrier",Synchro Effect Monster,1
88086137,"Broken Line",Counter Trap,1
57985393,"Broomy",Tuner Effect Monster,1
30155789,"Brutal Potion",Normal Trap,1
63503850,"Brute Enforcer",Link Effect Monster,1
58531587,"Bubble Bringer",Continuous Trap,1
61622107,"Bubble Crash",Normal Trap,1
36088082,"Bull Blader",Effect Monster,1
19974890,"Bunch of Beast Bodies",Normal Trap,1
69380702,"Bunilla",Normal Monster,1
39643167,"Bunny Ear Enthusiast",Effect Monster,1
44947065,"Burden of the Mighty",Continuous Spell,1
48976825,"Burial from a Different Dimension",Quick-Play Spell,1
8085950,"Burning Dragon",Effect Monster,1
24294108,"Burning Land",Continuous Spell,1
18937875,"Burning Spear",Equip Spell,1
50243722,"Burst Rebirth",Normal Trap,1
84740193,"Buster Rancher",Equip Spell,1
69243953,"Butterfly Dagger - Elma",Equip Spell,1
75987257,"Butterflyoke",Normal Trap,1
63630268,"Butterspy Protection",Normal Trap,1
20735371,"Bye Bye Damage",Normal Trap,1
72656408,"Bystial Baldrake",Effect Monster,1
6637331,"Bystial Druiswurm",Effect Monster,1
33854624,"Bystial Magnamhut",Effect Monster,1
60242223,"Bystial Saronir",Effect Monster,1
21501505,"Cairngorgon, Antiluminescent Knight",Xyz Effect Monster,1
9748752,"Caius the Shadow Monarch",Effect Monster,1
78637313,"Call of Darkness",Continuous Trap,1
65743242,"Call of the Earthbound",Normal Trap,1
97077563,"Call of the Haunted",Continuous Trap,1
24224830,"Called by the Grave",Quick-Play Spell,1
51773900,"Calming Magic",Normal Spell,1
5244497,"Cameraclops",Effect Monster,1
11384280,"Cannon Soldier",Effect Monster,1
52112003,"Card Advance",Normal Spell,1
72892473,"Card Destruction",Normal Spell,1
26701483,"Card Ejector",Effect Monster,1
4694209,"Card Guard",Effect Monster,1
72767833,"Card Rotator",Normal Spell,1
77066768,"Card Scanner",Continuous Spell,1
12183332,"Card Shuffle",Continuous Spell,1
48712195,"Card Trader",Continuous Spell,1
85087012,"Card Trooper",Effect Monster,1
59750328,"Card of Demise",Normal Spell,1
74191528,"Card of Fate",Normal Spell,1
88513608,"Card of Sacrifice",Normal Trap,1
57953380,"Card of Safe Return",Continuous Spell,1
42664989,"Card of Sanctity",Normal Spell,1
7044562,"Card of the Soul",Normal Spell,1
45812361,"Cardcar D",Effect Monster,1
13567610,"Carnot the Eternal Machine",Effect Monster,1
94076521,"Cartorhyn the Hidden Gem of the Seafront",Effect Monster,1
59957503,"Cash Back",Counter Trap,1
12527118,"Cassimolar",Effect Monster,1
82633039,"Castel, the Skyblaster Musketeer",Xyz Effect Monster,1
44209392,"Castle Walls",Normal Trap,1
95841282,"Cat's Ear Tribe",Effect Monster,1
91740879,"Cauldron of the Old Man",Continuous Spell,1
36468556,"Ceasefire",Normal Trap,1
91152256,"Celtic Guardian",Normal Monster,1
51394546,"Cemetary Bomb",Normal Trap,1
40155014,"Centur-Ion Phalanx",Normal Trap,1
20228463,"Ceremonial Bell",Effect Monster,1
83021423,"Chachaka Archer",Effect Monster,1
48276469,"Chain Burst",Continuous Trap,1
51449743,"Chain Detonation",Normal Trap,1
79323590,"Chain Energy",Continuous Spell,1
25050038,"Chain Healing",Normal Trap,1
9581215,"Chain Hole",Normal Trap,1
85893201,"Chain Ignition",Continuous Trap,1
91623717,"Chain Strike",Quick-Play Spell,1
9952083,"Chain Summoning",Quick-Play Spell,1
22205600,"Chain Whirlwind",Normal Trap,1
82382815,"Champion's Vigilance",Counter Trap,1
4031928,"Change of Heart",Normal Spell,1
24673894,"Changing Destiny",Normal Trap,1
22850702,"Chaos Angel",Synchro Effect Monster,1
4923662,"Chaos Burst",Normal Trap,1
26873574,"Chaos Daedalus",Effect Monster,1
55878038,"Chaos Dragon Levianeer",Effect Monster,1
82301904,"Chaos Emperor Dragon - Envoy of the End",Effect Monster,1
61044390,"Chaos End",Normal Spell,1
97940434,"Chaos Hunter",Effect Monster,1
66699781,"Chaos Mirage Dragon",Tuner Effect Monster,1
1434352,"Chaos Necromancer",Effect Monster,1
24226942,"Chaos Nephthys",Effect Monster,1
9596126,"Chaos Sorcerer",Effect Monster,1
11593137,"Chaos Trap Hole",Counter Trap,1
46609443,"Chaos-End Master",Tuner Effect Monster,1
94136469,"Checksum Dragon",Effect Monster,1
67616300,"Chicken Game",Field Spell,1
12021072,"Child's Play",Continuous Spell,1
16956455,"Chiron the Mage",Effect Monster,1
56532632,"Chivalry",Counter Trap,1
40884383,"Chopman the Desperate Outlaw",Effect Monster,1
81380218,"Chorus of Sanctuary",Field Spell,1
21888494,"Chosen One",Normal Spell,1
22916281,"Chosen by the World Chalice",Normal Monster,1
99902789,"Chow Chow Chan",Effect Monster,1
95905259,"Chow Len the Prophet",Effect Monster,1
38412161,"Chow Sai the Ghost Stopper",Effect Monster,1
18271561,"Chthonian Blast",Normal Trap,1
57496978,"Clashing Souls",Quick-Play Spell,1
98234196,"Clavkiys, the Magikey Skyblaster",Normal Monster,1
46613515,"Clear Kuriboh",Effect Monster,1
82044280,"Clear Wing Synchro Dragon",Synchro Effect Monster,1
8323633,"Cloak and Dagger",Continuous Trap,1
77087109,"Clock Resonator",Tuner Effect Monster,1
84797028,"Clockwork Night",Continuous Spell,1
86871614,"Cloning",Normal Trap,1
80825553,"Cloudian - Smoke Ball",Normal Monster,1
86801871,"Cobra Jar",Flip Effect Monster,1
75109441,"Cobraman Sakuzy",Effect Monster,1
42338879,"Cockadoodledoo",Tuner Effect Monster,1
65830223,"Coffin Seller",Continuous Trap,1
60682203,"Cold Wave",Normal Spell,1
7565547,"Collected Power",Normal Trap,1
37480144,"Column Switch",Quick-Play Spell,1
10375182,"Command Knight",Effect Monster,1
12197543,"Commander of Swords",Normal Trap,1
40465719,"Common Charity",Normal Trap,1
48216773,"Compulsory Escape Device",Normal Trap,1
83602069,"Comrade Swordsman of Landstar",Tuner Effect Monster,1
79627627,"Conbirdable",Flip Effect Monster,1
20501450,"Concentrating Current",Quick-Play Spell,1
68018709,"Condemned Maiden",Effect Monster,1
17375316,"Confiscation",Normal Spell,1
67630339,"Confusion Chaff",Normal Trap,1
20590515,"Conquistador of the Golden Land",Continuous Trap,1
31000575,"Conscription",Normal Trap,1
63413494,"Consolation Prize",Normal Trap,1
47579719,"Constellar Hyades",Xyz Effect Monster,1
34475451,"Construction Train Signal Red",Effect Monster,1
68057622,"Continuous Destruction Punch",Continuous Spell,1
56673480,"Contract with Don Thousand",Continuous Spell,1
62966332,"Convulsion of Nature",Continuous Spell,1
83819309,"Cooling Embers",Effect Monster,1
26376390,"Copycat",Effect Monster,1
92565383,"Cornfield Coatl",Effect Monster,1
27450400,"Cosmic Compass",Effect Monster,1
8267140,"Cosmic Cyclone",Quick-Play Spell,1
85314178,"Cosmo Queen the Queen of Prayers",Effect Monster,1
23265313,"Cost Down",Normal Spell,1
42309337,"Counter Counter",Counter Trap,1
94561645,"Counter Gate",Normal Trap,1
30488793,"Counterforce",Normal Trap,1
26259179,"Couple of Aces",Effect Monster,1
91479482,"Courageous Crimson Chevalier Bradamante",Tuner Effect Monster,1
74458486,"Covering Fire",Normal Trap,1
36975314,"Crackdown",Continuous Trap,1
32835363,"Cracking",Continuous Spell,1
60349525,"Cracking Dragon",Effect Monster,1
69042950,"Crashbug Road",Quick-Play Spell,1
93889755,"Crass Clown",Effect Monster,1
15305240,"Creature Seizure",Normal Spell,1
31036355,"Creature Swap",Normal Spell,1
49600724,"Crevice Into the Different Dimension",Normal Trap,1
14618326,"Crimson Ninja",Flip Effect Monster,1
46961802,"Cross Attack",Normal Spell,1
37083210,"Cross Counter",Normal Trap,1
53241226,"Cross Over",Normal Spell,1
64806765,"Crow Tengu",Effect Monster,1
55838342,"Crusadia Krawler",Continuous Trap,1
57728570,"Crush Card Virus",Normal Trap,1
88667504,"Crusher Run",Continuous Trap,1
39712330,"Cry Havoc!",Continuous Trap,1
95600067,"Crystal Beast Topaz Tiger",Effect Monster,1
82099401,"Crystal Seer",Flip Effect Monster,1
17530001,"Cuben",Effect Monster,1
37812118,"Cup of Ace",Normal Spell,1
69526976,"Cupid Dunk",Effect Monster,1
85802526,"Cure Mermaid",Effect Monster,1
33391067,"Curse Reflection Doll",Quick-Play Spell,1
41398771,"Curse of Aging",Normal Trap,1
66742250,"Curse of Anubis",Normal Trap,1
34690953,"Curse of Aramatir",Continuous Spell,1
84970821,"Curse of Darkness",Continuous Trap,1
28279543,"Curse of Dragon",Normal Monster,1
12470447,"Curse of Fiend",Normal Spell,1
2926176,"Curse of Royal",Counter Trap,1
98867329,"Cursed Armaments",Equip Spell,1
46967601,"Cursed Bill",Equip Spell,1
71545247,"Cursed Bride Doll",Tuner Effect Monster,1
18489208,"Cursed Fig",Effect Monster,1
26857786,"Cursed Fire King Doom Burst",Effect Monster,1
58851034,"Cursed Seal of the Forbidden Spell",Counter Trap,1
59907935,"Cyber Archfiend",Effect Monster,1
70095154,"Cyber Dragon",Effect Monster,1
33093439,"Cyber Eltanin",Effect Monster,1
76763417,"Cyber Gymnast",Effect Monster,1
34124316,"Cyber Jar",Flip Effect Monster,1
35050257,"Cyber Larva",Effect Monster,1
39978267,"Cyber Raider",Effect Monster,1
90440725,"Cyber Shadow Gardna",Continuous Trap,1
49375719,"Cyber Tutu",Effect Monster,1
3657444,"Cyber Valley",Effect Monster,1
48766543,"Cyber-Tech Alligator",Normal Monster,1
96428622,"Cybernetic Cyclopean",Effect Monster,1
59023523,"Cybernetic Magician",Effect Monster,1
36033786,"Cyberse Wizard",Effect Monster,1
70074904,"D.D. Assailant",Effect Monster,1
60912752,"D.D. Borderline",Continuous Spell,1
24508238,"D.D. Crow",Effect Monster,1
33423043,"D.D. Designator",Normal Spell,1
8628798,"D.D. Dynamite",Normal Trap,1
89015998,"D.D. Seeker",Effect Monster,1
16638212,"D.D. Sprite",Tuner Effect Monster,1
86498013,"D.D. Trainer",Normal Monster,1
5606466,"D.D. Trap Hole",Normal Trap,1
37043180,"D.D. Warrior",Effect Monster,1
7572887,"D.D. Warrior Lady",Effect Monster,1
9622164,"D.D.R. - Different Dimension Reincarnation",Equip Spell,1
71249758,"D2 Shield",Normal Trap,1
27340877,"DNA Checkup",Normal Trap,1
74701381,"DNA Surgery",Continuous Trap,1
56769674,"DNA Transplant",Continuous Trap,1
14506878,"DUCKER Mobile Cannon",Flip Effect Monster,1
50696588,"Dai Dance",Normal Trap,1
581014,"Daigusto Emeral",Xyz Effect Monster,1
28378427,"Damage Condenser",Normal Trap,1
95448692,"Damage Diet",Normal Trap,1
60741115,"Damage Eater",Effect Monster,1
87106146,"Damage Gate",Normal Trap,1
50613779,"Damage Mage",Effect Monster,1
46031686,"Damage Polarizer",Counter Trap,1
35268887,"Damage Translation",Normal Trap,1
98535702,"Damage Vaccine Omega MAX",Normal Trap,1
33298291,"Dances with Beasts",Normal Trap,1
36629635,"Dandy Whitelion",Effect Monster,1
15341821,"Dandylion",Effect Monster,1
43316238,"Danger! Bigfoot!",Effect Monster,1
52350806,"Danger! Mothman!",Effect Monster,1
90807199,"Danger! Thunderbird!",Effect Monster,1
99745551,"Danger!? Tsuchinoko?",Effect Monster,1
76895648,"Dangerous Machine Type-6",Continuous Spell,1
83531441,"Dante, Traveler of the Burning Abyss",Xyz Effect Monster,1
65192027,"Dark Armed Dragon",Effect Monster,1
11321183,"Dark Blade",Normal Monster,1
57784563,"Dark Blade the Captain of the Evil World",Effect Monster,1
77538567,"Dark Bribe",Counter Trap,1
8634636,"Dark Cat with White Tail",Flip Effect Monster,1
1804528,"Dark Coffin",Normal Trap,1
70231910,"Dark Core",Normal Spell,1
3701074,"Dark Cure",Continuous Trap,1
65824822,"Dark Deal",Normal Trap,1
109401,"Dark Dimension Soldier",Synchro Effect Monster,1
89111398,"Dark Dust Spirit",Spirit Effect Monster,1
21417692,"Dark Elf",Effect Monster,1
88643579,"Dark End Dragon",Synchro Effect Monster,1
674561,"Dark Eruption",Normal Spell,1
9064354,"Dark Factory of More Production",Continuous Trap,1
53129443,"Dark Hole",Normal Spell,1
72880377,"Dark Hole Dragon",Effect Monster,1
26914168,"Dark Honest",Effect Monster,1
5562461,"Dark Illusion",Counter Trap,1
90980792,"Dark Jeroid",Effect Monster,1
46986414,"Dark Magician",Normal Monster,1
40737112,"Dark Magician of Chaos",Effect Monster,1
342673,"Dark Magician the Magician of Black Magic",Effect Monster,1
74713516,"Dark Mimic LV1",Flip Effect Monster,1
1102515,"Dark Mimic LV3",Effect Monster,1
20522190,"Dark Mirror Force",Normal Trap,1
38107923,"Dark Nephthys",Effect Monster,1
16195942,"Dark Rebellion Xyz Dragon",Xyz Effect Monster,1
97021916,"Dark Resonator",Tuner Effect Monster,1
85562745,"Dark Room of Nightmare",Continuous Spell,1
53982768,"Dark Ruler Ha Des",Effect Monster,1
54693926,"Dark Ruler No More",Normal Spell,1
76045757,"Dark Sacrifice",Normal Trap,1
16625614,"Dark Sanctuary",Field Spell,1
69402394,"Dark Scheme",Normal Trap,1
47233801,"Dark Snake Syndrome",Continuous Spell,1
12930501,"Dark Spell Regeneration",Normal Trap,1
38167722,"Dark Spirit Art - Greed",Normal Trap,1
93599951,"Dark Spirit of the Silent",Normal Trap,1
32646477,"Dark Strike Fighter",Synchro Effect Monster,1
76614003,"Dark Tinker",Tuner Effect Monster,1
74117290,"Dark World Dealings",Normal Spell,1
93554166,"Dark World Lightning",Normal Spell,1
45895206,"Dark-Piercing Light",Normal Spell,1
50383626,"Darkest Diabolos, Lord of the Lair",Effect Monster,1
78861134,"Darkfire Soldier #2",Normal Monster,1
29876529,"Darklight",Normal Trap,1
57579381,"Darklord Marie",Effect Monster,1
80168720,"Darkness Approaches",Normal Spell,1
60417395,"Darkness Neosphere",Effect Monster,1
